Number,site,ID,Genus,species,Genus species,Sex_old,Age_est,Sex,at,bt,time_orig,Date,Day,Month,yr,date,
1758,L,1758_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,22.1,32.7,932,21278,2,12,1978,2/12/1978,
2035,L,2035_L,Cryptoblepharus,buchananii,Cryptoblepharus buchananii,UNK,UNK,UNK,23,32.7,828,161278,16,12,1978,16/12/1978,
1128,R,1128_R,Strophurus,ciliaris,Strophurus ciliaris,UNK,UNK,UNK,27.2,32.7,1358,11178,1,11,1978,1/11/1978,
1743,L,1743_L,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,32,32.7,1758,11278,1,12,1978,1/12/1978,
1482,R,1482_R,Varanus,tristis,Varanus tristis,F ,Adult,FEMALE,33.2,32.7,950,161178,16,11,1978,16/11/1978,
1082,R,1082_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,21,32.8,732,301078,30,10,1978,30/10/1978,
1377,L,1377_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,21.4,32.8,815,131178,13,11,1978,13/11/1978,
1789,R,1789_R,Ctenotus,piankai,Ctenotus piankai,UNK,UNK,UNK,24.4,32.8,1228,31278,3,12,1978,3/12/1978,
1422,L,1422_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,24.8,32.8,1115,141178,14,11,1978,14/11/1978,
1992,R,1992_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,30.2,32.8,2000,141278,14,12,1978,14/12/1978,
2254,R,2254_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,30.9,32.8,1949,301278,30,12,1978,30/12/1978,
987,L,987_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,22,32.9,802,251078,25,10,1978,25/10/1978,
1141,R,1141_R,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,29.6,32.9,1625,11178,1,11,1978,1/11/1978,
801,R,801_R,Ctenophorus,nuchalis,Ctenophorus nuchalis,JF,Juvenile,FEMALE,16.4,33,1047,130878,13,8,1978,13/8/1978,
1057,L,1057_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,20.9,33,1525,281078,28,10,1978,28/10/1978,
853,L,853_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,22.1,33,1225,240878,24,8,1978,24/8/1978,
993,L,993_L,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,25,33,927,251078,25,10,1978,25/10/1978,
1211,R,1211_R,Varanus,tristis,Varanus tristis,UNK,UNK,UNK,25.5,33,925,51178,5,11,1978,5/11/1978,
2002,R,2002_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,26.5,33,903,151278,15,12,1978,15/12/1978,
1458,R,1458_R,Gehyra,variegata,Gehyra variegata,M ,Adult,MALE,27.8,33,1640,151178,15,11,1978,15/11/1978,
1479,R,1479_R,Varanus,tristis,Varanus tristis,UNK,UNK,UNK,28.3,33,750,161178,16,11,1978,16/11/1978,
1449,R,1449_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,29.2,33,857,151178,15,11,1978,15/11/1978,
1725,L,1725_L,Liopholis,striata,Liopholis striata,M ,Adult,MALE,31.2,33,1704,301178,30,11,1978,30/11/1978,
1579,R,1579_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,32.2,33,1615,201178,20,11,1978,20/11/1978,
1857,R,1857_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,32.2,33,1936,81278,8,12,1978,8/12/1978,
2282,R,2282_R,Gehyra,variegata,Gehyra variegata,F ,Adult,FEMALE,33.4,33,2100,311278,31,12,1978,31/12/1978,
1733,L,1733_L,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,34,33,924,11278,1,12,1978,1/12/1978,
826,R,826_R,Ctenotus,dux,Ctenotus dux,B ,Yearling,UNK,18.6,33.1,1055,200878,20,8,1978,20/8/1978,
849,L,849_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,22.5,33.1,1116,240878,24,8,1978,24/8/1978,
1858,R,1858_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,32.4,33.1,1946,81278,8,12,1978,8/12/1978,
1906,R,1906_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,18.9,33.2,708,111278,11,12,1978,11/12/1978,
835,R,835_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,21,33.2,1013,210878,21,8,1978,21/8/1978,
850,L,850_L,Ctenotus,schomburgkii,Ctenotus schomburgkii,UNK,UNK,UNK,21.2,33.2,1144,240878,24,8,1978,24/8/1978,
1165,R,1165_R,Ctenotus,pantherinus,Ctenotus pantherinus,UNK,UNK,UNK,28.2,33.2,810,31178,3,11,1978,3/11/1978,
2120,L,2120_L,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,29.2,33.2,1727,171278,17,12,1978,17/12/1978,
1153,R,1153_R,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,29.5,33.2,1647,21178,2,11,1978,2/11/1978,
1480,R,1480_R,Varanus,tristis,Varanus tristis,UNK,UNK,UNK,31.4,33.2,905,161178,16,11,1978,16/11/1978,
1955,R,1955_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,34.1,33.2,1325,131278,13,12,1978,13/12/1978,
1971,R,1971_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,35.7,33.2,1010,141278,14,12,1978,14/12/1978,
1083,R,1083_R,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,22.7,33.3,900,301078,30,10,1978,30/10/1978,
2077,L,2077_L,Ctenotus,pantherinus,Ctenotus pantherinus,UNK,UNK,UNK,24.7,33.3,930,171278,17,12,1978,17/12/1978,
1412,L,1412_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,24.9,33.3,1004,141178,14,11,1978,14/11/1978,
2084,L,2084_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,28.1,33.3,1049,171278,17,12,1978,17/12/1978,
2145,L,2145_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,29.2,33.3,951,181278,18,12,1978,18/12/1978,
2280,R,2280_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,34.4,33.3,2044,311278,31,12,1978,31/12/1978,
999,L,999_L,Varanus,tristis,Varanus tristis,UNK,UNK,UNK,26,33.4,1730,261078,26,10,1978,26/10/1978,
1966,R,1966_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,27.5,33.4,659,141278,14,12,1978,14/12/1978,
2118,L,2118_L,Ctenotus,pantherinus,Ctenotus pantherinus,UNK,UNK,UNK,30.4,33.4,1700,171278,17,12,1978,17/12/1978,
1869,R,1869_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,31.6,33.4,1955,81278,8,12,1978,8/12/1978,
2253,R,2253_R,Gehyra,variegata,Gehyra variegata,B ,Yearling,UNK,31.9,33.4,1946,301278,30,12,1978,30/12/1978,
1861,R,1861_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,32,33.4,1950,81278,8,12,1978,8/12/1978,
2271,R,2271_R,Ctenotus,quatt,Ctenotus quatt,B ,Yearling,UNK,34.5,33.4,715,311278,31,12,1978,31/12/1978,
1081,R,1081_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,19.4,33.5,755,301078,30,10,1978,30/10/1978,
982,L,982_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,22,33.5,745,251078,25,10,1978,25/10/1978,
1796,R,1796_R,Liopholis,inornata,Liopholis inornata,F ,Adult,FEMALE,24.4,33.5,1655,31278,3,12,1978,3/12/1978,
1856,R,1856_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,33,33.5,1927,81278,8,12,1978,8/12/1978,
1013,L,1013_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,21.4,33.6,1135,271078,27,10,1978,27/10/1978,
2030,L,2030_L,Cryptoblepharus,buchananii,Cryptoblepharus buchananii,UNK,UNK,UNK,21.4,33.6,755,161278,16,12,1978,16/12/1978,
1299,L,1299_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,21.6,33.6,1223,111178,11,11,1978,11/11/1978,
983,L,983_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,22,33.6,747,251078,25,10,1978,25/10/1978,
1812,R,1812_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,23.6,33.6,715,51278,5,12,1978,5/12/1978,
2149,L,2149_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,23.6,33.6,755,181278,18,12,1978,18/12/1978,
2150,L,2150_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,23.6,33.6,758,181278,18,12,1978,18/12/1978,
1090,R,1090_R,Ctenotus,helenae,Ctenotus helenae,B ,Yearling,UNK,25.3,33.6,1325,301078,30,10,1978,30/10/1978,
2081,L,2081_L,Ctenotus,calurus,Ctenotus calurus,B ,Yearling,UNK,25.8,33.6,1020,171278,17,12,1978,17/12/1978,
1105,R,1105_R,Ctenotus,piankai,Ctenotus piankai,UNK,UNK,UNK,28,33.6,1300,311078,31,10,1978,31/10/1978,
1854,R,1854_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,33,33.6,1921,81278,8,12,1978,8/12/1978,
981,L,981_L,Pogona,minor,Pogona minor,UNK,UNK,UNK,20.1,33.7,730,251078,25,10,1978,25/10/1978,
1318,L,1318_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,20.2,33.7,900,121178,12,11,1978,12/11/1978,
1330,L,1330_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,21.7,33.7,1131,121178,12,11,1978,12/11/1978,
2079,L,2079_L,Cryptoblepharus,buchananii,Cryptoblepharus buchananii,UNK,UNK,UNK,25,33.7,937,171278,17,12,1978,17/12/1978,
1887,R,1887_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,25.9,33.7,935,101278,10,12,1978,10/12/1978,
2047,L,2047_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,27,33.7,1052,161278,16,12,1978,16/12/1978,
2165,L,2165_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,28.9,33.7,1158,181278,18,12,1978,18/12/1978,
2162,L,2162_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,30.8,33.7,1130,181278,18,12,1978,18/12/1978,
1855,R,1855_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,32.2,33.7,1924,81278,8,12,1978,8/12/1978,
2275,R,2275_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,33.8,33.7,1945,311278,31,12,1978,31/12/1978,
2284,R,2284_R,Strophurus,ciliaris,Strophurus ciliaris,UNK,UNK,UNK,34.6,33.7,2050,311278,31,12,1978,31/12/1978,
1923,R,1923_R,Ctenotus,brooksi,Ctenotus brooksi,UNK,UNK,UNK,20.1,33.8,741,121278,12,12,1978,12/12/1978,
1297,L,1297_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,23.2,33.8,1200,111178,11,11,1978,11/11/1978,
1421,L,1421_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24.6,33.8,906,141178,14,11,1978,14/11/1978,
1540,R,1540_R,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,27,33.8,1330,181178,18,11,1978,18/11/1978,
1154,R,1154_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,29.2,33.8,1709,21178,2,11,1978,2/11/1978,
1580,R,1580_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,29.6,33.8,1734,201178,20,11,1978,20/11/1978,
1823,R,1823_R,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,31.4,33.8,1700,61278,6,12,1978,6/12/1978,
1860,R,1860_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,33,33.8,1940,81278,8,12,1978,8/12/1978,
2281,R,2281_R,Gehyra,variegata,Gehyra variegata,F ,Adult,FEMALE,33.4,33.8,2049,311278,31,12,1978,31/12/1978,
934,L,934_L,Pogona,minor,Pogona minor,F ,Adult,FEMALE,20.8,33.9,1047,161078,16,10,1978,16/10/1978,
2265,R,2265_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,32.4,33.9,1930,301278,30,12,1978,30/12/1978,
923,L,923_L,Ctenophorus,isolepis,Ctenophorus isolepis,JM,Juvenile,MALE,18.3,34,806,161078,16,10,1978,16/10/1978,
1367,L,1367_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,19.7,34,813,131178,13,11,1978,13/11/1978,
1312,L,1312_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,21.2,34,1415,111178,11,11,1978,11/11/1978,
1027,L,1027_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,22.5,34,1436,271078,27,10,1978,27/10/1978,
1018,L,1018_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,22.5,34,1135,271078,27,10,1978,27/10/1978,
941,R,941_R,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,22.9,34,921,191078,19,10,1978,19/10/1978,
836,R,836_R,Moloch,horridus,Moloch horridus,M ,Adult,MALE,23.4,34,1123,210878,21,8,1978,21/8/1978,
1933,R,1933_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,28,34,1056,121278,12,12,1978,12/12/1978,
1934,R,1934_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,28.6,34,1108,121278,12,12,1978,12/12/1978,
1711,L,1711_L,Cryptoblepharus,buchananii,Cryptoblepharus buchananii,UNK,UNK,UNK,29,34,1031,301178,30,11,1978,30/11/1978,
1152,R,1152_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,29.4,34,1723,21178,2,11,1978,2/11/1978,
2010,R,2010_R,Lophognathus,longirostris,Lophognathus longirostris,J ,Juvenile,UNK,29.6,34,1157,151278,15,12,1978,15/12/1978,
2060,L,2060_L,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,30.2,34,1640,161278,16,12,1978,16/12/1978,
945,R,945_R,Ctenophorus,isolepis,Ctenophorus isolepis,J ,Juvenile,UNK,24.2,34.1,1030,191078,19,10,1978,19/10/1978,
1129,R,1129_R,Varanus,tristis,Varanus tristis,UNK,UNK,UNK,27.2,34.1,1645,11178,1,11,1978,1/11/1978,
2255,R,2255_R,Gehyra,variegata,Gehyra variegata,M ,Adult,MALE,33.6,34.1,1952,301278,30,12,1978,30/12/1978,
1972,R,1972_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,34.2,34.1,1025,141278,14,12,1978,14/12/1978,
1321,L,1321_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,19.8,34.2,903,121178,12,11,1978,12/11/1978,
1376,L,1376_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,19.8,34.2,805,131178,13,11,1978,13/11/1978,
1445,R,1445_R,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,24.3,34.2,755,151178,15,11,1978,15/11/1978,
1563,R,1563_R,Varanus,tristis,Varanus tristis,F ,Adult,FEMALE,26.2,34.2,1640,191178,19,11,1978,19/11/1978,
1619,L,1619_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,26.4,34.2,720,221178,22,11,1978,22/11/1978,
1389,L,1389_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,28.4,34.2,1355,131178,13,11,1978,13/11/1978,
1603,R,1603_R,Ctenotus,piankai,Ctenotus piankai,UNK,UNK,UNK,29.3,34.2,852,211178,21,11,1978,21/11/1978,
1388,L,1388_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,,34.2,1035,131178,13,11,1978,13/11/1978,
863,R,863_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,18.7,34.3,1240,250878,25,8,1978,25/8/1978,
1790,R,1790_R,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,22,34.3,1255,31278,3,12,1978,3/12/1978,
1539,R,1539_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,25.2,34.3,1238,181178,18,11,1978,18/11/1978,
1146,R,1146_R,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,25.3,34.3,842,21178,2,11,1978,2/11/1978,
1214,R,1214_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,26.7,34.3,1004,51178,5,11,1978,5/11/1978,
1101,R,1101_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,28.1,34.3,1115,311078,31,10,1978,31/10/1978,
2085,L,2085_L,Ctenotus,ariadnae,Ctenotus ariadnae,UNK,UNK,UNK,29.1,34.3,1058,171278,17,12,1978,17/12/1978,
1763,L,1763_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,21,34.4,940,21278,2,12,1978,2/12/1978,
913,L,913_L,Ctenotus,calurus,Ctenotus calurus,J ,Juvenile,UNK,21.2,34.4,1250,151078,15,10,1978,15/10/1978,
980,L,980_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,21.7,34.4,735,251078,25,10,1978,25/10/1978,
2075,L,2075_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,24,34.4,854,171278,17,12,1978,17/12/1978,
1100,R,1100_R,Varanus,tristis,Varanus tristis,M ,Adult,MALE,24.8,34.4,923,311078,31,10,1978,31/10/1978,
1122,R,1122_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,26.4,34.4,1025,11178,1,11,1978,1/11/1978,
1621,L,1621_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,27.6,34.4,750,221178,22,11,1978,22/11/1978,
2053,L,2053_L,Cryptoblepharus,buchananii,Cryptoblepharus buchananii,UNK,UNK,UNK,28.9,34.4,1157,161278,16,12,1978,16/12/1978,
2175,L,2175_L,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,30.8,34.4,840,261278,26,12,1978,26/12/1978,
2278,R,2278_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,34,34.4,2020,311278,31,12,1978,31/12/1978,
1970,R,1970_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,36.8,34.4,1007,141278,14,12,1978,14/12/1978,
874,R,874_R,Ctenophorus,nuchalis,Ctenophorus nuchalis,UNK,UNK,UNK,21,34.5,1448,270878,27,8,1978,27/8/1978,
1032,L,1032_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,22.2,34.5,1430,271078,27,10,1978,27/10/1978,
856,L,856_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,23,34.5,1426,240878,24,8,1978,24/8/1978,
1676,L,1676_L,Pogona,minor,Pogona minor,J ,Juvenile,UNK,28.3,34.5,1428,291178,29,11,1978,29/11/1978,
1279,L,1279_L,Varanus,tristis,Varanus tristis,F ,Adult,FEMALE,30.8,34.5,1745,71178,7,11,1978,7/11/1978,
2249,R,2249_R,Pogona,minor,Pogona minor,UNK,UNK,UNK,31,34.5,855,301278,30,12,1978,30/12/1978,
2283,R,2283_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,33.7,34.5,2103,311278,31,12,1978,31/12/1978,
1871,R,1871_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,35,34.5,1745,91278,9,12,1978,9/12/1978,
884,R,884_R,Lophognathus,longirostris,Lophognathus longirostris,J ,Juvenile,UNK,19.9,34.6,1001,300878,30,8,1978,30/8/1978,
1927,R,1927_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,21.2,34.6,835,121278,12,12,1978,12/12/1978,
1022,L,1022_L,Ctenotus,schomburgkii,Ctenotus schomburgkii,UNK,UNK,UNK,21.7,34.6,1350,271078,27,10,1978,27/10/1978,
2096,L,2096_L,Cryptoblepharus,buchananii,Cryptoblepharus buchananii,UNK,UNK,UNK,22.2,34.6,837,171278,17,12,1978,17/12/1978,
2038,L,2038_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,23,34.6,847,161278,16,12,1978,16/12/1978,
2214,R,2214_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,24.5,34.6,725,291278,29,12,1978,29/12/1978,
1410,L,1410_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,25.3,34.6,908,141178,14,11,1978,14/11/1978,
1674,L,1674_L,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,26.5,34.6,1100,291178,29,11,1978,29/11/1978,
1454,R,1454_R,Ctenotus,pantherinus,Ctenotus pantherinus,UNK,UNK,UNK,30.3,34.6,1155,151178,15,11,1978,15/11/1978,
2153,L,2153_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,34.6,34.6,917,181278,18,12,1978,18/12/1978,
907,L,907_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,14.9,34.7,905,151078,15,10,1978,15/10/1978,
2213,R,2213_R,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,24.3,34.7,715,291278,29,12,1978,29/12/1978,
1085,R,1085_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,24.8,34.7,1000,301078,30,10,1978,30/10/1978,
1555,R,1555_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,25.1,34.7,930,191178,19,11,1978,19/11/1978,
2169,L,2169_L,Ctenotus,calurus,Ctenotus calurus,B ,Yearling,UNK,26.4,34.7,916,251278,25,12,1978,25/12/1978,
974,L,974_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,27,34.7,1129,241078,24,10,1978,24/10/1978,
2104,L,2104_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,27.5,34.7,1045,171278,17,12,1978,17/12/1978,
1937,R,1937_R,Varanus,gouldii,Varanus gouldii,UNK,UNK,UNK,29,34.7,1750,121278,12,12,1978,12/12/1978,
1850,R,1850_R,Moloch,horridus,Moloch horridus,F ,Adult,FEMALE,30.2,34.7,754,81278,8,12,1978,8/12/1978,
1968,R,1968_R,Varanus,tristis,Varanus tristis,M ,Adult,MALE,35.6,34.7,905,141278,14,12,1978,14/12/1978,
947,R,947_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,25,34.8,1159,191078,19,10,1978,19/10/1978,
1344,L,1344_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,25,34.8,1205,121178,12,11,1978,12/11/1978,
1149,R,1149_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,30.2,34.8,945,21178,2,11,1978,2/11/1978,
2264,R,2264_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,32.4,34.9,1935,301278,30,12,1978,30/12/1978,
1653,L,1653_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,20,35,810,291178,29,11,1978,29/11/1978,
1050,L,1050_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,20.4,35,955,281078,28,10,1978,28/10/1978,
1801,R,1801_R,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,21.2,35,937,41278,4,12,1978,4/12/1978,
1323,L,1323_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,22,35,945,121178,12,11,1978,12/11/1978,
1061,L,1061_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,23,35,1537,281078,28,10,1978,28/10/1978,
1120,R,1120_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24.5,35,1015,11178,1,11,1978,1/11/1978,
1143,R,1143_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,25.2,35,750,21178,2,11,1978,2/11/1978,
1618,L,1618_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,25.2,35,700,221178,22,11,1978,22/11/1978,
2000,R,2000_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,26.7,35,826,151278,15,12,1978,15/12/1978,
1125,R,1125_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,27.5,35,1108,11178,1,11,1978,1/11/1978,
1849,R,1849_R,Ctenophorus,clayi,Ctenophorus clayi,F ,Adult,FEMALE,30,35,740,81278,8,12,1978,8/12/1978,
1893,R,1893_R,Moloch,horridus,Moloch horridus,M ,Adult,MALE,30,35,1143,101278,10,12,1978,10/12/1978,
1835,E,1835_E,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,32.3,35,1000,71278,7,12,1978,7/12/1978,
2279,R,2279_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,34.5,35,2033,311278,31,12,1978,31/12/1978,
1428,L,1428_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,24.8,35.1,955,141178,14,11,1978,14/11/1978,
2011,I,2011_I,Varanus,gouldii,Varanus gouldii,M ,Adult,MALE,28.8,35.1,1314,151278,15,12,1978,15/12/1978,
2256,R,2256_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,33.5,35.1,1956,301278,30,12,1978,30/12/1978,
1391,L,1391_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,26.4,35.2,1403,131178,13,11,1978,13/11/1978,
959,R,959_R,Moloch,horridus,Moloch horridus,F ,Adult,FEMALE,26.9,35.2,840,211078,21,10,1978,21/10/1978,
1115,R,1115_R,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,27.8,35.2,1118,11178,1,11,1978,1/11/1978,
1126,R,1126_R,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,28,35.2,1335,11178,1,11,1978,1/11/1978,
2252,R,2252_R,Gehyra,variegata,Gehyra variegata,M ,Adult,MALE,31.9,35.2,1941,301278,30,12,1978,30/12/1978,
811,D,811_D,Lophognathus,longirostris,Lophognathus longirostris,J ,Juvenile,UNK,19.9,35.3,951,170878,17,8,1978,17/8/1978,
1097,R,1097_R,Ctenotus,quatt,Ctenotus quatt,B ,Yearling,UNK,20.1,35.3,743,311078,31,10,1978,31/10/1978,
1755,L,1755_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,21.6,35.3,815,21278,2,12,1978,2/12/1978,
942,R,942_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,23.1,35.3,940,191078,19,10,1978,19/10/1978,
2041,L,2041_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,24,35.3,923,161278,16,12,1978,16/12/1978,
1419,L,1419_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,26,35.3,1130,141178,14,11,1978,14/11/1978,
1999,R,1999_R,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,26.4,35.3,810,151278,15,12,1978,15/12/1978,
1578,R,1578_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,31.3,35.3,1635,201178,20,11,1978,20/11/1978,
814,D,814_D,Ctenophorus,isolepis,Ctenophorus isolepis,J ,Juvenile,UNK,21.6,35.4,1128,180878,18,8,1978,18/8/1978,
871,R,871_R,Moloch,horridus,Moloch horridus,M ,Adult,MALE,23.6,35.4,1310,270878,27,8,1978,27/8/1978,
1415,L,1415_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,25.4,35.4,1050,141178,14,11,1978,14/11/1978,
