Number,Site,ID,Genus,species,Genus species,Sex_old,Age_est,Sex,AT,BT,Time,Date,Day,Month,Year,DMY
13485,I,13485_I,Strophurus,ciliaris,Strophurus_ciliaris,UNK,UNK,UNK,35.5,34.9,2022,50168,5,1,1968,5/1/1968
13486,I,13486_I,Diplodactylus,pulcher,Diplodactylus_pulcher,UNK,UNK,UNK,35,34,2025,50168,5,1,1968,5/1/1968
13487,I,13487_I,Rhynchoedura,ornata,Rhynchoedura_ornata,UNK,UNK,UNK,33.7,30.6,2142,50168,5,1,1968,5/1/1968
13488,I,13488_I,Egernia,depressa,Egernia_depressa,UNK,UNK,UNK,28,30.2,740,60168,6,1,1968,6/1/1968
13489,I,13489_I,Ctenotus,schomburgkii,Ctenotus_schomburgkii,UNK,UNK,UNK,27.9,39,747,60168,6,1,1968,6/1/1968
13490,I,13490_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,28.5,36.9,800,60168,6,1,1968,6/1/1968
13491,I,13491_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,29,37.3,810,60168,6,1,1968,6/1/1968
13492,I,13492_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,29.2,36,814,60168,6,1,1968,6/1/1968
13493,I,13493_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,30,39,845,60168,6,1,1968,6/1/1968
13494,I,13494_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,30.1,36.4,849,60168,6,1,1968,6/1/1968
13495,I,13495_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,30.5,,855,60168,6,1,1968,6/1/1968
13496,I,13496_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,30.6,,859,60168,6,1,1968,6/1/1968
13497,I,13497_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,31,36.3,901,60168,6,1,1968,6/1/1968
13498,I,13498_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,31,39,914,60168,6,1,1968,6/1/1968
13499,I,13499_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,30.6,,830,60168,6,1,1968,6/1/1968
13500,I,13500_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,29,38.3,845,60168,6,1,1968,6/1/1968
13501,I,13501_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,29.5,37.3,857,60168,6,1,1968,6/1/1968
13502,I,13502_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,31.4,38.2,902,60168,6,1,1968,6/1/1968
13503,I,13503_I,Egernia,formosa,Egernia_formosa,UNK,UNK,UNK,30,31.6,915,60168,6,1,1968,6/1/1968
13504,I,13504_I,Menetia,greyii,Menetia_greyii,UNK,UNK,UNK,36.6,38,1620,60168,6,1,1968,6/1/1968
13505,I,13505_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,35.2,37.8,1626,60168,6,1,1968,6/1/1968
13506,I,13506_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,36,37.8,1634,60168,6,1,1968,6/1/1968
13507,I,13507_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,37,39.9,1645,60168,6,1,1968,6/1/1968
13508,I,13508_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,35.4,38.2,1710,60168,6,1,1968,6/1/1968
13509,I,13509_I,Ctenophorus,nuchalis,Ctenophorus_nuchalis,UNK,UNK,UNK,33.4,37.7,1820,60168,6,1,1968,6/1/1968
13510,I,13510_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,32.4,33,1852,60168,6,1,1968,6/1/1968
13511,I,13511_I,Egernia,depressa,Egernia_depressa,UNK,UNK,UNK,32.7,32.6,1856,60168,6,1,1968,6/1/1968
13512,I,13512_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,32.2,34.3,1906,60168,6,1,1968,6/1/1968
13513,I,13513_I,Egernia,formosa,Egernia_formosa,UNK,UNK,UNK,32,,1920,60168,6,1,1968,6/1/1968
13514,I,13514_I,Egernia,formosa,Egernia_formosa,UNK,UNK,UNK,34,35.6,1755,60168,6,1,1968,6/1/1968
13515,I,13515_I,Strophurus,ciliaris,Strophurus_ciliaris,UNK,UNK,UNK,31.2,31.8,1945,60168,6,1,1968,6/1/1968
13516,I,13516_I,Gehyra,variegata,Gehyra_variegata,UNK,UNK,UNK,30.9,30.6,1950,60168,6,1,1968,6/1/1968
13517,I,13517_I,Gehyra,variegata,Gehyra_variegata,UNK,UNK,UNK,32,,1915,60168,6,1,1968,6/1/1968
13518,I,13518_I,Egernia,depressa,Egernia_depressa,UNK,UNK,UNK,32.3,34.3,1855,60168,6,1,1968,6/1/1968
13519,I,13519_I,Egernia,depressa,Egernia_depressa,UNK,UNK,UNK,31.5,36.2,1917,60168,6,1,1968,6/1/1968
13520,I,13520_I,Gehyra,variegata,Gehyra_variegata,UNK,UNK,UNK,31.1,31.2,1943,60168,6,1,1968,6/1/1968
13521,I,13521_I,Gehyra,variegata,Gehyra_variegata,UNK,UNK,UNK,31.3,33.5,1945,60168,6,1,1968,6/1/1968
13522,I,13522_I,Gehyra,variegata,Gehyra_variegata,UNK,UNK,UNK,31.2,31.5,1952,60168,6,1,1968,6/1/1968
13523,I,13523_I,Strophurus,ciliaris,Strophurus_ciliaris,UNK,UNK,UNK,30.2,28.5,2010,60168,6,1,1968,6/1/1968
13524,I,13524_I,Gehyra,variegata,Gehyra_variegata,UNK,UNK,UNK,29.8,31,2020,60168,6,1,1968,6/1/1968
13525,I,13525_I,Strophurus,ciliaris,Strophurus_ciliaris,UNK,UNK,UNK,28.9,28.8,2054,60168,6,1,1968,6/1/1968
13526,I,13526_I,Gehyra,variegata,Gehyra_variegata,UNK,UNK,UNK,29,29.4,2032,60168,6,1,1968,6/1/1968
13527,I,13527_I,Gehyra,variegata,Gehyra_variegata,UNK,UNK,UNK,29.5,31,2038,60168,6,1,1968,6/1/1968
13528,I,13528_I,Strophurus,ciliaris,Strophurus_ciliaris,UNK,UNK,UNK,29.2,28.7,2050,60168,6,1,1968,6/1/1968
13529,I,13529_I,Strophurus,ciliaris,Strophurus_ciliaris,UNK,UNK,UNK,29.5,28.6,2055,60168,6,1,1968,6/1/1968
13530,I,13530_I,Gehyra,variegata,Gehyra_variegata,UNK,UNK,UNK,29.2,29.1,2100,60168,6,1,1968,6/1/1968
13531,I,13531_I,Gehyra,variegata,Gehyra_variegata,UNK,UNK,UNK,28.4,28.9,2235,60168,6,1,1968,6/1/1968
13532,I,13532_I,Diplodactylus,pulcher,Diplodactylus_pulcher,UNK,UNK,UNK,27.8,27.8,2250,60168,6,1,1968,6/1/1968
13533,I,13533_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,21.6,36.5,1014,70168,7,1,1968,7/1/1968
13534,I,13534_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,21.6,38.5,1016,70168,7,1,1968,7/1/1968
13535,I,13535_I,Egernia,depressa,Egernia_depressa,UNK,UNK,UNK,21.6,27.2,1021,70168,7,1,1968,7/1/1968
13536,I,13536_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,20.5,34.2,840,70168,7,1,1968,7/1/1968
13537,I,13537_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,20.5,33.4,844,70168,7,1,1968,7/1/1968
13538,I,13538_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,20.5,34.7,846,70168,7,1,1968,7/1/1968
13539,I,13539_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,21.3,,855,70168,7,1,1968,7/1/1968
13540,I,13540_I,Egernia,formosa,Egernia_formosa,UNK,UNK,UNK,21.5,26.1,925,70168,7,1,1968,7/1/1968
13541,I,13541_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,21.1,36.1,935,70168,7,1,1968,7/1/1968
13542,I,13542_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,21.1,36.2,938,70168,7,1,1968,7/1/1968
13543,I,13543_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,20.9,34.7,941,70168,7,1,1968,7/1/1968
13544,I,13544_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,21.2,37.6,947,70168,7,1,1968,7/1/1968
13545,I,13545_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,21.5,36.5,950,70168,7,1,1968,7/1/1968
13546,I,13546_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,26.6,38.9,1000,70168,7,1,1968,7/1/1968
13547,I,13547_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,21.7,36.4,1007,70168,7,1,1968,7/1/1968
13548,I,13548_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,21.3,37.9,1013,70168,7,1,1968,7/1/1968
13549,I,13549_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,21.4,37,1015,70168,7,1,1968,7/1/1968
13550,I,13550_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,21.5,36,1025,70168,7,1,1968,7/1/1968
13551,I,13551_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,30,37.7,1150,70168,7,1,1968,7/1/1968
13552,I,13552_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,30,36,1153,70168,7,1,1968,7/1/1968
13553,I,13553_I,Ctenotus,leonhardii,Ctenotus_leonhardii,UNK,UNK,UNK,25.9,39.5,1130,70168,7,1,1968,7/1/1968
13554,I,13554_I,Ctenophorus,nuchalis,Ctenophorus_nuchalis,UNK,UNK,UNK,25.2,39.3,1145,70168,7,1,1968,7/1/1968
13555,I,13555_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,25,36.4,1150,70168,7,1,1968,7/1/1968
13556,I,13556_I,Ctenotus,leonhardii,Ctenotus_leonhardii,UNK,UNK,UNK,24.9,39.5,1151,70168,7,1,1968,7/1/1968
13557,I,13557_I,Egernia,formosa,Egernia_formosa,UNK,UNK,UNK,29.9,35.5,1500,70168,7,1,1968,7/1/1968
13558,I,13558_I,Egernia,formosa,Egernia_formosa,UNK,UNK,UNK,29.9,30.6,1500,70168,7,1,1968,7/1/1968
13559,I,13559_I,Menetia,greyii,Menetia_greyii,UNK,UNK,UNK,30,,1530,70168,7,1,1968,7/1/1968
13560,I,13560_I,Egernia,depressa,Egernia_depressa,UNK,UNK,UNK,28,34.6,1720,70168,7,1,1968,7/1/1968
13561,I,13561_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,28,36.2,1724,70168,7,1,1968,7/1/1968
13562,I,13562_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,27.4,35.2,1727,70168,7,1,1968,7/1/1968
13563,I,13563_I,Egernia,formosa,Egernia_formosa,UNK,UNK,UNK,27.1,32.9,1735,70168,7,1,1968,7/1/1968
13564,I,13564_I,Ctenotus,schomburgkii,Ctenotus_schomburgkii,UNK,UNK,UNK,26.8,36.4,1738,70168,7,1,1968,7/1/1968
13565,I,13565_I,Ctenotus,schomburgkii,Ctenotus_schomburgkii,UNK,UNK,UNK,27.1,33.1,1756,70168,7,1,1968,7/1/1968
13566,I,13566_I,Egernia,depressa,Egernia_depressa,UNK,UNK,UNK,28,32.1,1800,70168,7,1,1968,7/1/1968
13567,I,13567_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,26.5,30.6,1805,70168,7,1,1968,7/1/1968
13568,I,13568_I,Egernia,depressa,Egernia_depressa,UNK,UNK,UNK,27.8,,1620,70168,7,1,1968,7/1/1968
13569,I,13569_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,27.4,38.4,1705,70168,7,1,1968,7/1/1968
13570,I,13570_I,Egernia,formosa,Egernia_formosa,UNK,UNK,UNK,27.6,30.6,1745,70168,7,1,1968,7/1/1968
13571,I,13571_I,Egernia,depressa,Egernia_depressa,UNK,UNK,UNK,26.8,33.2,1810,70168,7,1,1968,7/1/1968
13573,I,13573_I,Rhynchoedura,ornata,Rhynchoedura_ornata,UNK,UNK,UNK,23.4,23.6,1955,70168,7,1,1968,7/1/1968
13574,I,13574_I,Strophurus,ciliaris,Strophurus_ciliaris,UNK,UNK,UNK,23.7,23,2005,70168,7,1,1968,7/1/1968
13575,I,13575_I,Diplodactylus,pulcher,Diplodactylus_pulcher,UNK,UNK,UNK,22.7,22.1,2040,70168,7,1,1968,7/1/1968
13576,I,13576_I,Strophurus,ciliaris,Strophurus_ciliaris,UNK,UNK,UNK,21.6,21.6,2156,70168,7,1,1968,7/1/1968
13577,I,13577_I,Gehyra,variegata,Gehyra_variegata,UNK,UNK,UNK,24,25.5,2010,70168,7,1,1968,7/1/1968
13578,I,13578_I,Gehyra,variegata,Gehyra_variegata,UNK,UNK,UNK,24.4,,2014,70168,7,1,1968,7/1/1968
13579,I,13579_I,Ctenotus,schomburgkii,Ctenotus_schomburgkii,UNK,UNK,UNK,19.5,32.6,830,80168,8,1,1968,8/1/1968
13580,I,13580_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,20.5,26.3,848,80168,8,1,1968,8/1/1968
13581,I,13581_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,21.1,32.5,852,80168,8,1,1968,8/1/1968
13582,I,13582_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,20.5,29.4,855,80168,8,1,1968,8/1/1968
13583,I,13583_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,21,31.5,907,80168,8,1,1968,8/1/1968
13584,I,13584_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,22.3,33.1,925,80168,8,1,1968,8/1/1968
13585,I,13585_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,21.8,37.7,935,80168,8,1,1968,8/1/1968
13586,I,13586_I,Ctenotus,leonhardii,Ctenotus_leonhardii,UNK,UNK,UNK,22.5,37.9,938,80168,8,1,1968,8/1/1968
13587,I,13587_I,Ctenotus,leonhardii,Ctenotus_leonhardii,UNK,UNK,UNK,21.4,38.8,940,80168,8,1,1968,8/1/1968
13588,I,13588_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,23.2,36.2,945,80168,8,1,1968,8/1/1968
13589,I,13589_I,Ctenotus,schomburgkii,Ctenotus_schomburgkii,UNK,UNK,UNK,23.4,33,955,80168,8,1,1968,8/1/1968
13590,I,13590_I,Ctenophorus,nuchalis,Ctenophorus_nuchalis,UNK,UNK,UNK,23.8,38.2,1005,80168,8,1,1968,8/1/1968
13591,I,13591_I,Ctenophorus,caudicinctus,Ctenophorus_caudicinctus,UNK,UNK,UNK,22,35.8,1010,80168,8,1,1968,8/1/1968
13592,I,13592_I,Egernia,depressa,Egernia_depressa,UNK,UNK,UNK,25.5,31.3,1125,80168,8,1,1968,8/1/1968
13594,I,13594_I,Ctenophorus,nuchalis,Ctenophorus_nuchalis,UNK,UNK,UNK,29.4,39.1,1620,80168,8,1,1968,8/1/1968
13596,A,13596_A,Ctenophorus,scutulatus,Ctenophorus_scutulatus,UNK,UNK,UNK,29,38.1,1745,80168,8,1,1968,8/1/1968
13597,A,13597_A,Strophurus,strophurus,Strophurus_strophurus,UNK,UNK,UNK,25.4,25.4,2000,80168,8,1,1968,8/1/1968
13598,A,13598_A,Strophurus,strophurus,Strophurus_strophurus,UNK,UNK,UNK,25.4,25,2002,80168,8,1,1968,8/1/1968
13599,A,13599_A,Diplodactylus,pulcher,Diplodactylus_pulcher,UNK,UNK,UNK,24.3,24.4,2016,80168,8,1,1968,8/1/1968
13600,A,13600_A,Gehyra,variegata,Gehyra_variegata,UNK,UNK,UNK,25.1,25.8,1950,80168,8,1,1968,8/1/1968
13601,A,13601_A,Strophurus,strophurus,Strophurus_strophurus,UNK,UNK,UNK,25.3,25.7,1955,80168,8,1,1968,8/1/1968
13602,A,13602_A,Rhynchoedura,ornata,Rhynchoedura_ornata,UNK,UNK,UNK,24.9,25.9,2015,80168,8,1,1968,8/1/1968
13603,A,13603_A,Rhynchoedura,ornata,Rhynchoedura_ornata,UNK,UNK,UNK,24.9,26.3,2022,80168,8,1,1968,8/1/1968
13604,A,13604_A,Gehyra,variegata,Gehyra_variegata,UNK,UNK,UNK,24.5,24.5,2040,80168,8,1,1968,8/1/1968
13605,A,13605_A,Rhynchoedura,ornata,Rhynchoedura_ornata,UNK,UNK,UNK,24.4,25.2,2045,80168,8,1,1968,8/1/1968
13606,A,13606_A,Strophurus,strophurus,Strophurus_strophurus,UNK,UNK,UNK,24.1,23.7,2050,80168,8,1,1968,8/1/1968
13607,A,13607_A,Strophurus,strophurus,Strophurus_strophurus,UNK,UNK,UNK,23.8,24.2,2057,80168,8,1,1968,8/1/1968
13608,A,13608_A,Ctenotus,schomburgkii,Ctenotus_schomburgkii,UNK,UNK,UNK,26,32,840,90168,9,1,1968,9/1/1968
13609,A,13609_A,Ctenotus,leonhardii,Ctenotus_leonhardii,UNK,UNK,UNK,24,34.5,846,90168,9,1,1968,9/1/1968
13610,A,13610_A,Ctenotus,leonhardii,Ctenotus_leonhardii,UNK,UNK,UNK,26.3,,950,90168,9,1,1968,9/1/1968
13611,A,13611_A,Ctenophorus,scutulatus,Ctenophorus_scutulatus,UNK,UNK,UNK,24.2,37.7,855,90168,9,1,1968,9/1/1968
13612,A,13612_A,Ctenophorus,scutulatus,Ctenophorus_scutulatus,UNK,UNK,UNK,24.8,37.5,905,90168,9,1,1968,9/1/1968
13613,A,13613_A,Ctenotus,schomburgkii,Ctenotus_schomburgkii,UNK,UNK,UNK,25.2,32,925,90168,9,1,1968,9/1/1968
13614,A,13614_A,Ctenophorus,scutulatus,Ctenophorus_scutulatus,UNK,UNK,UNK,26.8,37.9,940,90168,9,1,1968,9/1/1968
13615,A,13615_A,Ctenotus,schomburgkii,Ctenotus_schomburgkii,UNK,UNK,UNK,26.8,37,947,90168,9,1,1968,9/1/1968
13616,A,13616_A,Pogona,minor,Pogona_minor,UNK,UNK,UNK,26.3,35.8,955,90168,9,1,1968,9/1/1968
13617,A,13617_A,Ctenophorus,scutulatus,Ctenophorus_scutulatus,UNK,UNK,UNK,26.3,37,958,90168,9,1,1968,9/1/1968
13618,A,13618_A,Ctenotus,leonhardii,Ctenotus_leonhardii,UNK,UNK,UNK,26.9,35.4,1015,90168,9,1,1968,9/1/1968
13619,A,13619_A,Ctenophorus,scutulatus,Ctenophorus_scutulatus,UNK,UNK,UNK,26.6,35.4,1020,90168,9,1,1968,9/1/1968
13620,A,13620_A,Ctenotus,leonhardii,Ctenotus_leonhardii,UNK,UNK,UNK,28.2,39.4,1041,90168,9,1,1968,9/1/1968
13621,A,13621_A,Ctenotus,leonhardii,Ctenotus_leonhardii,UNK,UNK,UNK,26.4,36.8,1030,90168,9,1,1968,9/1/1968
13622,A,13622_A,Pogona,minor,Pogona_minor,UNK,UNK,UNK,28.8,33.5,1040,90168,9,1,1968,9/1/1968
13623,A,13623_A,Ctenophorus,scutulatus,Ctenophorus_scutulatus,UNK,UNK,UNK,28,38.1,1050,90168,9,1,1968,9/1/1968
13624,A,13624_A,Ctenophorus,scutulatus,Ctenophorus_scutulatus,UNK,UNK,UNK,27,38.3,1100,90168,9,1,1968,9/1/1968
13625,A,13625_A,Ctenotus,leonhardii,Ctenotus_leonhardii,UNK,UNK,UNK,29.1,39,1110,90168,9,1,1968,9/1/1968
13626,A,13626_A,Ctenotus,leonhardii,Ctenotus_leonhardii,UNK,UNK,UNK,29.1,38.8,1112,90168,9,1,1968,9/1/1968
13627,A,13627_A,Pogona,minor,Pogona_minor,UNK,UNK,UNK,30,33.8,1210,90168,9,1,1968,9/1/1968
13628,A,13628_A,Ctenophorus,nuchalis,Ctenophorus_nuchalis,UNK,UNK,UNK,30,34.4,1216,90168,9,1,1968,9/1/1968
13629,A,13629_A,Ctenophorus,nuchalis,Ctenophorus_nuchalis,UNK,UNK,UNK,30,38.4,1230,90168,9,1,1968,9/1/1968
13630,I,13630_I,Ctenophorus,reticulatus,Ctenophorus_reticulatus,UNK,UNK,UNK,30,,1245,90168,9,1,1968,9/1/1968
13631,I,13631_I,Ctenotus,leonhardii,Ctenotus_leonhardii,UNK,UNK,UNK,30.6,36,1316,90168,9,1,1968,9/1/1968
13633,I,13633_I,Ctenotus,leonhardii,Ctenotus_leonhardii,UNK,UNK,UNK,31,39.4,1333,90168,9,1,1968,9/1/1968
13634,I,13634_I,Ctenotus,leonhardii,Ctenotus_leonhardii,UNK,UNK,UNK,31,39.6,1336,90168,9,1,1968,9/1/1968
13635,I,13635_I,Ctenotus,leonhardii,Ctenotus_leonhardii,UNK,UNK,UNK,31.2,39.1,1341,90168,9,1,1968,9/1/1968
13636,I,13636_I,Ctenotus,leonhardii,Ctenotus_leonhardii,UNK,UNK,UNK,31.9,39.3,1354,90168,9,1,1968,9/1/1968
13637,I,13637_I,Ctenotus,leonhardii,Ctenotus_leonhardii,UNK,UNK,UNK,30.4,38.5,1330,90168,9,1,1968,9/1/1968
13638,I,13638_I,Ctenotus,leonhardii,Ctenotus_leonhardii,UNK,UNK,UNK,31.5,38.8,1340,90168,9,1,1968,9/1/1968
13639,I,13639_I,Ctenophorus,nuchalis,Ctenophorus_nuchalis,UNK,UNK,UNK,31.2,38.1,1345,90168,9,1,1968,9/1/1968
13641,I,13641_I,Ctenotus,leonhardii,Ctenotus_leonhardii,UNK,UNK,UNK,30,39.5,1355,90168,9,1,1968,9/1/1968
13642,I,13642_I,Ctenotus,leonhardii,Ctenotus_leonhardii,UNK,UNK,UNK,29.8,38.5,1420,90168,9,1,1968,9/1/1968
13643,I,13643_I,Gehyra,variegata,Gehyra_variegata,UNK,UNK,UNK,32.9,36.8,1445,90168,9,1,1968,9/1/1968
13644,A,13644_A,Ctenophorus,nuchalis,Ctenophorus_nuchalis,UNK,UNK,UNK,31,35,1450,90168,9,1,1968,9/1/1968
13645,A,13645_A,Ctenophorus,nuchalis,Ctenophorus_nuchalis,UNK,UNK,UNK,31.5,36.1,1455,90168,9,1,1968,9/1/1968
13647,A,13647_A,Ctenophorus,nuchalis,Ctenophorus_nuchalis,UNK,UNK,UNK,31.1,36,1503,90168,9,1,1968,9/1/1968
13648,A,13648_A,Ctenophorus,nuchalis,Ctenophorus_nuchalis,UNK,UNK,UNK,31.2,38.1,1508,90168,9,1,1968,9/1/1968
13649,A,13649_A,Ctenophorus,nuchalis,Ctenophorus_nuchalis,UNK,UNK,UNK,31,38.7,1513,90168,9,1,1968,9/1/1968
13650,A,13650_A,Ctenophorus,nuchalis,Ctenophorus_nuchalis,UNK,UNK,UNK,32,35.3,1519,90168,9,1,1968,9/1/1968
13651,A,13651_A,Egernia,depressa,Egernia_depressa,UNK,UNK,UNK,31.6,33.1,1530,90168,9,1,1968,9/1/1968
13652,A,13652_A,Egernia,depressa,Egernia_depressa,UNK,UNK,UNK,30.6,34,1534,90168,9,1,1968,9/1/1968
13653,A,13653_A,Liopholis,inornata,Liopholis_inornata,UNK,UNK,UNK,33.3,,1545,90168,9,1,1968,9/1/1968
13654,A,13654_A,Ctenophorus,nuchalis,Ctenophorus_nuchalis,UNK,UNK,UNK,31.3,38.8,1557,90168,9,1,1968,9/1/1968
13655,I,13655_I,Varanus,eremius,Varanus_eremius,UNK,UNK,UNK,27.4,,1855,90168,9,1,1968,9/1/1968
13656,I,13656_I,Strophurus,elderi,Strophurus_elderi,UNK,UNK,UNK,27.4,,1905,90168,9,1,1968,9/1/1968
13657,I,13657_I,Liopholis,inornata,Liopholis_inornata,UNK,UNK,UNK,27.3,30.9,1908,90168,9,1,1968,9/1/1968
13658,I,13658_I,Gehyra,variegata,Gehyra_variegata,UNK,UNK,UNK,25.4,27.1,1953,90168,9,1,1968,9/1/1968
13659,I,13659_I,Strophurus,elderi,Strophurus_elderi,UNK,UNK,UNK,25.6,,2005,90168,9,1,1968,9/1/1968
13660,I,13660_I,Strophurus,elderi,Strophurus_elderi,UNK,UNK,UNK,25.6,26.4,2012,90168,9,1,1968,9/1/1968
13661,I,13661_I,Delma,butleri,Delma_butleri,UNK,UNK,UNK,25.6,,2015,90168,9,1,1968,9/1/1968
13662,I,13662_I,Strophurus,elderi,Strophurus_elderi,UNK,UNK,UNK,25.2,24.8,2020,90168,9,1,1968,9/1/1968
13663,I,13663_I,Strophurus,elderi,Strophurus_elderi,UNK,UNK,UNK,24.5,25.4,2058,90168,9,1,1968,9/1/1968
13664,I,13664_I,Diplodactylus,pulcher,Diplodactylus_pulcher,UNK,UNK,UNK,26.1,35.9,1945,90168,9,1,1968,9/1/1968
13665,I,13665_I,Gehyra,variegata,Gehyra_variegata,UNK,UNK,UNK,25.4,29.8,2005,90168,9,1,1968,9/1/1968
13666,I,13666_I,Diplodactylus,pulcher,Diplodactylus_pulcher,UNK,UNK,UNK,25.5,30.4,2030,90168,9,1,1968,9/1/1968
13667,I,13667_I,Strophurus,strophurus,Strophurus_strophurus,UNK,UNK,UNK,24.5,24.9,2045,90168,9,1,1968,9/1/1968
13668,I,13668_I,Gehyra,variegata,Gehyra_variegata,UNK,UNK,UNK,24.5,24.5,2048,90168,9,1,1968,9/1/1968
13670,I,13670_I,Gehyra,variegata,Gehyra_variegata,UNK,UNK,UNK,23.7,25,2145,90168,9,1,1968,9/1/1968
13671,I,13671_I,Egernia,depressa,Egernia_depressa,UNK,UNK,UNK,27,31.2,1013,100168,10,1,1968,10/1/1968
13672,I,13672_I,Egernia,depressa,Egernia_depressa,UNK,UNK,UNK,27,27.2,1010,100168,10,1,1968,10/1/1968
13673,I,13673_I,Egernia,depressa,Egernia_depressa,UNK,UNK,UNK,27,30.2,1015,100168,10,1,1968,10/1/1968
13674,I,13674_I,Egernia,depressa,Egernia_depressa,UNK,UNK,UNK,27,28.9,1020,100168,10,1,1968,10/1/1968
13676,I,13676_I,Gehyra,variegata,Gehyra_variegata,UNK,UNK,UNK,27.2,29.8,1030,100168,10,1,1968,10/1/1968
13677,I,13677_I,Heteronotia,binoei,Heteronotia_binoei,UNK,UNK,UNK,27.2,30.1,1040,100168,10,1,1968,10/1/1968
13678,I,13678_I,Gehyra,variegata,Gehyra_variegata,UNK,UNK,UNK,27,26.1,1015,100168,10,1,1968,10/1/1968
13679,I,13679_I,Ctenophorus,reticulatus,Ctenophorus_reticulatus,UNK,UNK,UNK,27.2,,1035,100168,10,1,1968,10/1/1968
13415,D,13415_D,Pygopus,nigriceps,Pygopus_nigriceps,UNK,UNK,UNK,25.4,27.2,2134,30168,30,1,1968,30/1/1968
788,R,788_R,Lerista,bipes,Lerista_bipes,UNK,UNK,UNK,,,700,300778,30,7,1978,30/7/1978
